athlete_id,name,born_date,born_country,NOC,country_noc
97667,Miloslav Sochor,1952-01-08,CZE,Czechoslovakia,TCH
97668,Wilfried Sock,1944-07-02,GER,East Germany,GDR
97674,Voitto Soini,1938-02-06,RUS,Finland,FIN
97676,Dmitry Sokolov,1924-05-20,RUS,Soviet Union,URS
97679,Kazimierz Sokołowski,1908-03-26,UKR,Poland,POL
97690,Nikolay Sologubov,1924-08-08,RUS,Soviet Union,URS
97691,Anton Šoltýs,1937-04-30,SVK,Czechoslovakia,TCH
97712,Miroslav Soviš,1954-01-24,CZE,Czechoslovakia,TCH
97720,Dieter Speer,1942-02-24,POL,East Germany,GDR
97721,Hans Speicher,1952-04-22,GER,West Germany,FRG
97727,Michael Sperr,1962-09-08,GER,West Germany,FRG
97729,Alan Spiegl,1959-08-07,CZE,Czechoslovakia,TCH
97735,Antonín Šponar,1920-04-08,CZE,Czechoslovakia,TCH
97738,Don Spring,1959-06-16,VEN,Canada,CAN
97742,Jan Šrámek,1945-09-04,CZE,Czechoslovakia,TCH
97743,Genrikh Sretensky,1962-07-23,RUS,Soviet Union,URS
97745,Josef Šroubek,1891-12-02,CZE,Czechoslovakia,TCH
97748,Del Saint John,1931-10-06,CAN,Austria,AUT
97751,Robert Stadelmann,1972-01-23,GER,Austria,AUT
97764,Hans Stanggassinger,1960-01-05,GER,West Germany,FRG
97766,Brian Stankiewicz,1956-06-20,CAN,Austria,AUT
97767,Stefan Stannarius,1961-10-20,GER,East Germany,GDR
97768,Sergey Starikov,1958-12-04,RUS,Soviet Union,URS
97770,Jano Starší,1933-10-17,SVK,Czechoslovakia,TCH
97771,Anton Šťastný,1959-08-05,SVK,Czechoslovakia,TCH
97772,Bohuslav Šťastný,1949-04-23,CZE,Czechoslovakia,TCH
97773,Marián Šťastný,1953-01-08,SVK,Czechoslovakia,TCH
97774,Peter Šťastný,1956-09-18,SVK,Czechoslovakia Slovakia,TCH
97780,Wolfgang Staudinger,1963-09-08,GER,West Germany,FRG
97788,Leo Stefan,1970-02-22,RUS,Germany,GER
97789,Peter Štefančič,1947-03-03,SLO,Yugoslavia,YUG
97796,Janko Štefe,1923-01-26,SLO,Yugoslavia,YUG
97797,Karel Štefl,1946-03-16,CZE,Czechoslovakia,TCH
97799,Bohumil Steigenhöfer,1905-03-01,CZE,Czechoslovakia,TCH
97800,Helmut Steiger,1959-01-05,GER,West Germany,FRG
97803,Walter Steinbauer,1945-01-20,GER,West Germany,FRG
97809,Christian Steiner,1960-11-26,GER,West Germany,FRG
97819,Igor Stelnov,1963-02-12,RUS,Soviet Union,URS
97825,Boris Stenin,1935-01-17,RUS,Soviet Union,URS
97847,Bill Stewart,1957-10-06,CAN,Italy,ITA
97850,Karel Stibor,1923-11-05,CZE,Czechoslovakia,TCH
97870,Dudley Stokes,1962-06-22,TKS,Jamaica,JAM
97885,Vilibald Šťovík,1917-10-09,CZE,Czechoslovakia,TCH
97895,Jaroslav Stránský,1899-06-06,CZE,Czechoslovakia,TCH
97896,Uwe Streb,1963-04-17,GER,West Germany,FRG
97897,Boris Strel,1959-10-20,SLO,Yugoslavia,YUG
97899,Erwin Stricker,1950-08-15,AUT,Italy,ITA
97904,Ken Strong,1963-05-09,CAN,Austria,AUT
97921,Mojmír Stuchlík,1930-06-30,CZE,Czechoslovakia,TCH
97925,Roman Stupnicki,1913-11-30,UKR,Poland,POL
97932,Wolfgang Stöhr,1946-08-26,GER,East Germany,GDR
97935,Eduard Suboch,1969-05-11,RUS,Soviet Union,URS
97937,Rudolf Suchánek,1962-01-27,CZE,Czechoslovakia,TCH
97938,Jan Suchý,1944-10-10,CZE,Czechoslovakia,TCH
97943,Christi-Adrian Sudu,1968-05-29,ROU,Canada,CAN
97988,Sigmund Suttner,1953-02-07,GER,West Germany,FRG
97992,Zvone Šuvak,1958-08-29,SLO,Yugoslavia,YUG
98001,Martin Švagerko,1967-10-02,SVK,Czechoslovakia Slovakia,TCH
98004,Ladislav Švanda,1959-02-14,CZE,Czechoslovakia,TCH
98006,Miloslav Švaříček,1942-02-14,CZE,Czechoslovakia,TCH
98007,Jan Svatoš,1910-02-07,CZE,Czechoslovakia,TCH
98010,Róbert Švehla,1969-01-02,SVK,Czechoslovakia Slovakia,TCH
98020,Stanislav Sventek,1930-11-09,CZE,Czechoslovakia,TCH
98021,Yury Svetikov,1947-09-20,RUS,Soviet Union,URS
98022,Sergey Svetlov,1961-01-17,RUS,Soviet Union,URS
98023,Zdenko Švigelj,1902-10-23,SLO,Yugoslavia,YUG
98026,Jaroslav Svoboda,1944-05-21,CZE,Czechoslovakia,TCH
98027,Oldřich Svoboda,1967-01-28,CZE,Czechoslovakia,TCH
98028,Radoslav Svoboda,1957-12-18,CZE,Czechoslovakia,TCH
98029,Jiří Švub,1958-09-12,CZE,Czechoslovakia,TCH
98050,Frank Synnott,1891-12-28,CAN,United States,USA
98068,Alexander Szelig,1966-02-06,GER,East Germany Germany,GDR
98071,Béla Szepes,1903-09-05,SVK,Hungary,HUN
98096,Odd Sørli,1954-11-29,DEN,Norway,NOR
98104,Veli Saarinen,1902-09-16,RUS,Finland,FIN
98113,Victor Tait,1892-07-08,CAN,Great Britain,GBR
98114,Rudy Tajcnár,1948-04-17,SVK,Czechoslovakia,TCH
98125,Yoichi Takata,1908-01-01,RUS,Japan,
98158,Kinzo Taniguchi,1910-01-01,RUS,Japan,
98164,Russell Tapp,1943-04-15,AUS,Great Britain,GBR
98165,Valery Tarakanov,1941-08-09,RUS,Soviet Union,URS
98197,Miran Tepeš,1961-04-25,SLO,Yugoslavia,YUG
98199,Oldřich Teplý,1940-05-27,CZE,Czechoslovakia,TCH
98204,Fyodor Terentyev,1925-10-04,RUS,Soviet Union,URS
98217,Rudi Thanner,1944-08-20,GER,West Germany,FRG
98227,Peter Thiel,1943-10-15,GER,East Germany,GDR
98228,Tassilo Thierbach,1956-05-21,GER,East Germany,GDR
98245,Bill Thomson,1914-03-23,GBR,Canada,CAN
98274,František Tikal,1933-07-18,CZE,Czechoslovakia,TCH
98275,Aleksandr Tikhonov,1947-01-02,RUS,Soviet Union,URS
98284,Viktor Tišler,1941-11-30,SLO,Yugoslavia,YUG
98308,David Tomassoni,1952-12-05,USA,Italy,ITA
98309,David Tomatis,1962-02-03,CAF,Monaco,MON
98311,Bernardo Tomei,1933-09-10,CAN,Italy,ITA
98326,Ken Topalian,1963-07-05,USA,Armenia,ARM
98337,Bibi Torriani,1911-10-01,SUI,Italy Switzerland,ITA
98338,Berger Torrissen,1901-09-16,NOR,United States,USA
98339,Horatio Torromé,1861-01-01,BRA,Argentina,
98356,Jiří Tožička,1901-11-14,CZE,Czechoslovakia,TCH
98362,Hans Trauttenberg,1909-01-06,GER,Austria,AUT
98365,Ivan Tregubov,1930-01-19,RUS,Soviet Union,URS
98374,Vladislav Tretyak,1952-04-25,RUS,Soviet Union,URS
98380,Aldo Trivella,1921-04-01,SUI,Italy,ITA
98381,Ladislav Troják,1914-06-15,SVK,Czechoslovakia,TCH
98384,Aivars Trops,1963-01-22,LAT,Soviet Union,URS
98387,Josef Trousílek,1918-03-16,CZE,Czechoslovakia,TCH
98397,K'oba Ts'akadze,1934-08-19,GEO,Soviet Union,URS
98403,Sergey Shepelyev,1955-10-13,RUS,Soviet Union,URS
98405,Yury Tsitsinov,1937-08-24,RUS,Soviet Union,URS
98408,Takemitsu Tsubokawa,1909-01-01,JPN,Japan,
98412,Gennady Tsygankov,1947-08-16,RUS,Soviet Union,URS
98413,Valery Tsyganov,1956-10-14,RUS,Soviet Union,URS
98414,Siniša Tubić,1960-02-25,BIH,Yugoslavia,YUG
98415,Carmine Tucci,1933-12-27,CAN,Italy,ITA
98416,Claus Tuchscherer,1955-01-14,GER,East Germany,GDR
98427,Aleksander Tupalski,1900-10-05,GER,Poland,POL
98439,Roman Turușanco,1917-02-13,CZE,Romania,ROU
98457,Viktor Tyumenev,1957-06-01,RUS,Soviet Union,URS
98469,Yrjö Uimonen,1932-02-20,RUS,Finland,FIN
98471,Dmitry Ukolov,1929-10-23,RUS,Soviet Union,URS
98472,Primož Ulaga,1962-07-20,SLO,Yugoslavia,YUG
98473,Aleksey Ulanov,1947-11-04,RUS,Soviet Union,URS
98476,Walter Ullrich,1912-06-15,CZE,Czechoslovakia,TCH
98477,Herbert Ulrich,1921-09-14,CZE,Austria,AUT
98482,Helmut Unger,1943-06-02,GER,East Germany,GDR
98491,Horst Urban,1936-05-15,CZE,Czechoslovakia,TCH
98493,Roland Urban,1940-03-29,CZE,Czechoslovakia,TCH
98498,Ruedi Uster,1941-09-04,POL,Switzerland,SUI
98502,Ivan Utrobin,1934-03-10,RUS,Soviet Union,URS
98504,Peter Utzschneider,1946-03-06,GER,West Germany,FRG
98505,Aleksandr Uvarov,1922-03-07,RUS,Soviet Union,URS
98506,Eduard Uvíra,1961-07-12,CZE,Czechoslovakia,TCH
98507,Vladimir Vacatko,1952-09-15,CZE,West Germany,FRG
98510,Gennady Vaganov,1936-11-25,RUS,Soviet Union,URS
98518,Vinko Valentar,1934-03-21,SLO,Yugoslavia,YUG
98522,Michel Valliere,1962-03-20,CAN,France,FRA
98534,Curt van de Sandt,1885-06-28,GER,Netherlands,NED
98543,Rick van Gog,1958-04-03,CAN,Netherlands,NED
98546,Hans van Helden,1948-04-27,NED,France Netherlands,FRA
98564,František Vaněk,1931-12-03,CZE,Czechoslovakia,TCH
98568,Pál Ványa,1904-01-13,SVK,Hungary,HUN
98576,Viktor Varlamov,1948-04-28,KAZ,Soviet Union,URS
98580,Julian Vasey,1950-04-26,SUI,Great Britain,GBR
98583,Mikhail Vasilyev,1962-06-03,RUS,Soviet Union,URS
98585,Valery Vasilyev,1949-08-03,RUS,Soviet Union,URS
98588,Aris Vatimpella,1916-02-03,EGY,Greece,GRE
98592,John Vecchiarelli,1964-07-04,CAN,Italy,ITA
98594,Vyacheslav Vedenin,1941-10-01,RUS,Soviet Union,URS
98599,Michael Veith,1957-01-20,GER,West Germany,FRG
98602,Bart Veldkamp,1967-11-22,NED,Belgium Netherlands,BEL
98612,André Verdeil,1904-01-21,GBR,Switzerland,SUI
98623,Peter Veselovský,1964-11-11,SVK,Czechoslovakia,TCH
98624,Ivo Vesely,1926-04-01,CZE,Australia,AUS
98625,Vojtěch Veselý,1885-04-19,CZE,Czechoslovakia,TCH
98633,Einārs Veikša,1961-01-10,LAT,Soviet Union,URS
98639,Andrej Vidmar,1956-03-15,SLO,Yugoslavia,YUG
98640,Marjan Vidmar,1960-07-01,SLO,Yugoslavia,YUG
98641,Unto Wiitala,1925-07-05,RUS,Finland,FIN
98646,Vladimir Vikulov,1946-07-20,RUS,Soviet Union,URS
98650,Claude Vilgrain,1963-03-01,HAI,Canada,CAN
98657,Otakar Vindyš,1884-04-09,CZE,Czechoslovakia,TCH
98671,Luis Viu,1943-03-27,AND,Spain,ESP
98672,Miroslav Vlach,1935-10-19,CZE,Czechoslovakia,TCH
98673,Rostislav Vlach,1962-07-23,CZE,Czechoslovakia,TCH
98674,Andrejs Vlaščenko,1974-06-15,GER,Latvia,LAT
98677,Petr Vlk,1964-01-07,CZE,Czechoslovakia,TCH
98679,Jan Vodička,1932-04-13,CZE,Czechoslovakia,TCH
98680,Dionis Vodnev,1971-03-12,KAZ,Unified Team,EUN
98682,Ingo Voge,1958-02-14,GER,East Germany,GDR
98687,Franz Vogler,1944-08-15,GER,West Germany,FRG
98688,Achim Vogt,1970-12-07,SUI,Liechtenstein,LIE
98691,Karel Vohralík,1945-02-22,CZE,Czechoslovakia,TCH
98698,David Volek,1966-08-16,CZE,Czechoslovakia,TCH
98699,Jaroslav Volf,1933-08-08,CZE,Czechoslovakia,TCH
98701,Leonid Volkov,1934-12-09,RUS,Soviet Union,URS
98702,Sergey Volkov,1949-04-19,RUS,Soviet Union,URS
98711,"Eduard, Baron von Falz-Fein",1912-06-04,UKR,Liechtenstein,LIE
98714,"Max, Prinz von Hohenlohe",1931-10-06,AUT,Liechtenstein,LIE
98720,Pete Vordenberg,1971-11-02,ESP,United States,USA
98723,Igor Voronchikhin,1938-04-14,RUS,Soviet Union,URS
98724,Gennady Voronin,1934-09-06,RUS,Soviet Union,URS
98725,Vladimir Voronkov,1944-03-20,RUS,Soviet Union,URS
98726,Karel Vosátka,1929-11-20,CZE,Czechoslovakia,TCH
98728,Jaroslav Votruba,1939-04-01,CZE,Czechoslovakia,TCH
98732,Ferenc Vozar,1945-04-19,HUN,West Germany,FRG
98733,Thomas Vrabec,1966-10-22,CZE,Switzerland,SUI
98736,Jean Vuarnet,1938-01-18,TUN,France,FRA
98740,Borislav Vujadinović,1959-09-09,BIH,Yugoslavia,YUG
98749,Josef Völk,1948-12-03,GER,West Germany,FRG
98764,Hans Wagner,1949-10-06,GER,West Germany,FRG
98768,Stan Wagner,1908-03-02,USA,Canada,CAN
98774,Herb Wakabayashi,1944-12-23,CAN,Japan,JPN
98786,Georg Waldvogel,1961-07-07,GER,West Germany,FRG
98801,Francis Walter,1909-05-28,AUT,Great Britain,GBR
98803,Jaroslav Walter,1939-01-06,CZE,Czechoslovakia,TCH
98804,Michael Walter,1959-03-12,GER,East Germany,GDR
98806,Heinz-Ulrich Walther,1943-03-11,GER,East Germany Germany,GDR
98849,Martin Weber,1954-04-15,GER,East Germany,GDR
98862,Ulrich Wehling,1952-07-08,GER,East Germany,GDR
98867,Andreas Weikenstorfer,1958-01-20,GER,West Germany,FRG
98869,Hermann Weinbuch,1960-03-22,GER,West Germany,FRG
98878,Eberhard Weise,1953-08-03,GER,East Germany,GDR
98879,Heinz Weisenbach,1945-08-30,GER,West Germany,FRG
98887,Erich Weishaupt,1952-05-16,GER,West Germany,FRG
98892,Anton Wembacher,1955-09-15,GER,West Germany,FRG
98893,Franz Wembacher,1958-11-15,GER,West Germany,FRG
98894,Franz Wende,1904-06-03,CZE,Czechoslovakia,TCH
98899,Andi Wenzel,1958-03-18,GER,Liechtenstein,LIE
98907,Alexander Wernsdorfer,1951-02-12,GER,West Germany,FRG
98918,Roland Wetzig,1959-07-24,GER,East Germany,GDR
98929,Holger Wick,1962-09-12,GER,East Germany,GDR
98958,Martin Wild,1952-12-02,GER,West Germany,FRG
98959,Sepp Wildgruber,1959-01-01,GER,West Germany,FRG
98966,Basil Williams,1891-03-11,ARG,Great Britain,GBR
98977,Nicholas Wilson,1960-06-09,CAN,Great Britain,GBR
98983,Hans Wimmer,1947-11-20,GER,West Germany,FRG
98988,Alfred Winkler,1943-05-04,POL,West Germany,FRG
98991,Gerd Winkler,1951-01-17,GER,West Germany,FRG
98994,Wolfgang Winkler,1940-10-27,GER,West Germany,FRG
98996,Manfred Winter,1954-07-05,GER,East Germany,GDR
99000,Jürgen Wirth,1965-06-20,GER,East Germany,GDR
99007,Szczepan Witkowski,1898-12-20,UKR,Poland,POL
99011,Jerzy Wojnar,1930-10-07,UKR,Poland,POL
99015,Jürgen Wolf,1952-11-09,GER,East Germany,GDR
99016,Karl-Heinz Wolf,1951-07-04,GER,East Germany,GDR
99017,Manfred Wolf,1948-01-11,GER,East Germany,GDR
99018,Manfred Wolf,1957-03-26,CAN,West Germany,FRG
99020,Weltin Wolfinger,1926-05-12,SUI,Liechtenstein,LIE
99021,Heinz Wolfram,1935-01-17,POL,Germany,GER
99032,Steven Woodburn,1963-10-24,CAN,France,FRA
99048,Klaus Wunderlich,1951-08-10,GER,East Germany,GDR
99052,Cecil Wylde,1904-01-28,USA,Great Britain,GBR
99056,Uwe Wünsch,1963-02-15,GER,East Germany,GDR
99062,Karel Wälzer,1888-08-28,CZE,Czechoslovakia,TCH
99066,Frank Wörndl,1959-06-28,GER,West Germany,FRG
99078,Aleksandr Yakushev,1947-01-02,RUS,Soviet Union,URS
99079,Viktor Yakushev,1937-11-16,RUS,Soviet Union,URS
99101,Sergey Yashin,1962-03-06,RUS,Soviet Union,URS
99108,Anatoly Zheglanov,1946-05-14,UKR,Soviet Union,URS
99111,Aleksandr Yelizarov,1952-03-07,RUS,Soviet Union,URS
99112,Dmitry Yershov,1971-01-15,RUS,Unified Team,EUN
99113,Oleg Yermolin,1972-02-18,RUS,Unified Team,EUN
99122,Im Gyeong-Sun,1929-01-01,PRK,Republic of Korea,
99129,Petri Ylönen,1962-10-02,FIN,France,FRA
99130,Urpo Ylönen,1943-05-25,RUS,Finland,FIN
99132,Yevgeny Yorkin,1932-08-23,RUS,Soviet Union,URS
99140,Oleksiy Zhukov,1964-03-30,RUS,Ukraine,UKR
99145,Oldřich Zábrodský,1926-02-28,CZE,Czechoslovakia,TCH
99146,Vladimír Zábrodský,1923-03-07,CZE,Czechoslovakia,TCH
99153,Jozef Záhorský,1929-01-06,SVK,Czechoslovakia,TCH
99154,Anatoly Zaytsev,1947-01-09,RUS,Soviet Union,URS
99155,Lev Zaytsev,1937-06-13,RUS,Soviet Union,URS
99157,Ludvik Zajc,1943-01-21,SLO,Yugoslavia,YUG
99158,František Zajíček,1912-11-15,CZE,Czechoslovakia,TCH
99159,Jaroslav Zajíček,1920-05-31,CZE,Czechoslovakia,TCH
99162,Luciano Zampatti,1903-05-12,SUI,Italy,ITA
99163,Robert Žan,1967-04-28,SLO,Yugoslavia,YUG
99164,Ivano Zanatta,1960-08-03,CAN,Italy People's Republic of China,ITA
99166,Richard Zander,1964-03-03,USA,West Germany,FRG
99171,Michael Zanier,1962-08-22,CAN,Italy,ITA
99176,Paul Zar,1967-07-02,USA,United States Virgin Islands,ISV
99179,Bruno Zarrillo,1966-09-05,CAN,Italy,ITA
99184,Aleksandr Zavyalov,1955-06-02,RUS,Soviet Union,URS
99187,Boris Zaytsev,1937-03-23,RUS,Soviet Union,URS
99188,Oleg Zaytsev,1939-08-04,RUS,Soviet Union,URS
99189,Franci Žbontar,1952-06-12,SLO,Yugoslavia,YUG
99190,Marjan Žbontar,1954-03-24,SLO,Yugoslavia,YUG
99191,Kazimierz Żebrowski,1891-03-04,POL,Poland,
99193,Hannes Zehentner,1965-07-06,GER,West Germany,FRG
99198,Peter Zelinka,1957-03-01,SVK,Czechoslovakia,TCH
99200,Bohumír Zeman,1957-05-26,CZE,Czechoslovakia,TCH
99201,František Zeman,1950-10-10,CZE,Czechoslovakia,TCH
99202,Jindřich Zeman,1950-09-30,CZE,Czechoslovakia,TCH
99204,Lovro Žemva,1911-08-10,SLO,Yugoslavia,YUG
99207,Olle Zetterstrom,1901-04-23,SWE,United States,USA
99208,Aleksey Zhamnov,1970-10-01,RUS,ROC Russian Federation Unified Team,ROC
99216,Oleg Shargorodsky,1969-11-18,UKR,Russian Federation,RUS
99220,Aleksandr Zhirov,1958-09-12,RUS,Soviet Union,URS
99221,Aleksey Zhitnik,1972-10-10,UKR,Russian Federation Unified Team,RUS
99222,Viktor Zhluktov,1954-01-26,RUS,Soviet Union,URS
99224,Stanislav Zhuk,1935-01-25,RUS,Soviet Union,URS
99227,Janez Zibler,1958-02-18,SLO,Yugoslavia,YUG
99228,Jože Zidar,1927-09-07,SLO,Yugoslavia,YUG
99235,Joachim Ziesche,1939-07-03,GER,East Germany,GDR
99237,Yevgeny Zimin,1947-08-06,RUS,Soviet Union,URS
99238,Wolfgang Zimmerer,1940-11-15,GER,West Germany,FRG
99245,Nikolay Zimyatov,1955-06-28,RUS,Soviet Union,URS
99246,Dušan Zinaja,1893-10-23,HUN,Yugoslavia,YUG
99247,Viktor Zinger,1941-10-29,RUS,Soviet Union,URS
99254,Georg Zipfel,1953-05-13,GER,West Germany,FRG
99255,Peter Zipfel,1956-10-20,GER,West Germany,FRG
99257,Ladislav Žižka,1945-03-08,CZE,Czechoslovakia,TCH
99260,Emil Žnidar,1914-02-27,SLO,Yugoslavia,YUG
99267,Zachary Zoller,1973-02-05,USA,United States Virgin Islands,ISV
99272,Sergey Zubov,1970-07-22,RUS,Unified Team,EUN
99273,Luigi Zucchini,1915-10-29,USA,Italy,ITA
99278,Ivo Zupan,1956-08-01,SLO,Yugoslavia,YUG
99288,Nenad Žvanut,1962-04-23,CRO,Yugoslavia,YUG
99289,Roman Zvonkov,1967-07-02,RUS,Ukraine,UKR
99292,Boris Tsybin,1928-06-14,RUS,Soviet Union,URS
99297,Günter Zöller,1948-05-21,GER,East Germany,GDR
99315,Rolf Oesterreich,1952-11-28,GER,East Germany,GDR
99321,Rızvan Özbey,1948-01-01,TUR,Türkiye,
99333,John Aalberg,1960-10-14,NOR,United States,USA
99341,Bruno Åvik,1940-11-14,FIN,Sweden,SWE
99356,Aleksandr Kibalko,1973-10-25,KAZ,Russian Federation,RUS
99374,Marnix ten Kortenaar,1970-08-19,NED,Austria,AUT
99384,Yury Kokhanets,1972-02-15,KAZ,Russian Federation,RUS
99448,Katerina Tichy,1974-06-11,CZE,Canada,CAN
99452,Sarah Schleper,1979-02-19,USA,Mexico United States,MEX
99454,Tamara Schädler,1977-04-23,SUI,Liechtenstein,LIE
99456,Mirjana Granzov,1980-01-06,BIH,Serbia and Montenegro,SCG
99467,Marika Labancz,1978-07-23,FRA,Hungary,HUN
99479,Sophie Ormond,1979-08-04,SUI,Great Britain,GBR
99491,Linas Vaitkus,1973-03-24,USA,Lithuania,LTU
99492,Patrick-Paul Schwarzacher-Joyce,1972-07-05,GBR,Ireland,IRL
99505,Ihar Yudin,1957-11-21,RUS,Belarus,BLR
99529,Markus Eberle,1969-02-02,AUT,Germany,GER
99538,Arne Hardenberg,1973-11-28,GRL,Denmark,DEN
99539,Vasilios Dimitriadis,1978-08-22,BEL,Greece,GRE
99544,Marko Đorđević,1978-09-06,SRB,Serbia and Montenegro,SCG
99547,Bernhard Knauss,1965-06-25,AUT,Slovenia,SLO
99574,Iryna Merkushina,1968-03-08,RUS,Ukraine,UKR
99602,Aliaksei Aydarau,1974-11-15,RUS,Belarus,BLR
99634,Frode Andresen,1973-09-09,NED,Norway,NOR
99643,Aleksandr Tropnikov,1965-08-01,RUS,Kyrgyzstan,KGZ
99705,Max Plötzeneder,1971-04-05,SGP,Austria,AUT
99724,Natasza Zurek,1978-03-04,POL,Canada,CAN
99726,Anita Schwaller,1975-05-02,AUT,Switzerland,SUI
99771,Jonny Moseley,1975-08-27,PUR,United States,USA
99802,Stanislav Kravchuk,1978-09-25,UZB,Ukraine,UKR
99816,Ala Tsuper,1979-04-16,UKR,Belarus Ukraine,BLR
99904,Ian Danney,1969-12-30,GUY,Canada,CAN
99910,Peter Kondrát,1969-01-07,SVK,Czechia,CZE
99938,Péter Pallai,1963-01-20,GBR,Hungary,HUN
99946,Jean-François Calmes,1971-01-06,FRA,Monaco,MON
99961,Eric Sekwalor,1964-06-07,GHA,Great Britain,GBR
100003,Svetlana Deshevykh,1970-11-30,RUS,Kazakhstan,KAZ
100005,Maryna Pestriakova,1972-01-26,RUS,Ukraine,UKR
100019,Katsiaryna Antoniuk,1974-05-01,RUS,Belarus,BLR
100020,Iryna Skripnik,1970-01-26,RUS,Belarus,BLR
100050,Andžela Brice,1970-03-21,RUS,Latvia,LAT
100055,Alla Mikayelyan,1969-12-19,RUS,Armenia,ARM
100056,Hanna Slipenko,1973-11-22,RUS,Ukraine,UKR
100076,Aliaksei Trehubou,1971-07-08,RUS,Belarus,BLR
100077,Aliaksandr Sannikou,1971-07-12,RUS,Belarus,BLR
100084,Patrick Weaver,1969-05-29,GER,United States,USA
100116,Lefteris Fafalis,1976-02-17,GER,Greece,GRE
100117,Balázs Latrompette Yann,1977-08-02,FRA,Hungary,HUN
100128,Tatyana Malinina,1973-01-28,RUS,Uzbekistan,UZB
100132,Julia Lautowa,1981-10-05,RUS,Austria,AUT
100135,Alisa Drei,1978-02-09,RUS,Finland,FIN
100151,Roman Skornyakov,1976-02-17,RUS,Uzbekistan,UZB
100154,Anthony Liu,1974-07-04,CHN,Australia,AUS
100159,Marina Anissina,1975-08-30,RUS,France,FRA
100170,Sergey Sakhnovsky,1975-05-15,RUS,Israel,ISR
100173,Mikalai Marozau,1975-12-17,RUS,Belarus,BLR
100174,Diane Gerencser,1972-01-27,SUI,Italy,ITA
100176,Maksim Stavisky,1977-11-16,RUS,Bulgaria,BUL
100185,Kseniya Smetanenko,1979-03-26,RUS,Armenia,ARM
100199,Marina Khalturina,1974-06-17,RUS,Kazakhstan,KAZ
100208,Aleksandr Anishchenko,1975-04-14,RUS,Azerbaijan,AZE
100213,Choi Min-Gyeong,1982-08-25,KOR,France Republic of Korea,FRA
100259,Boldyn Sansarbileg,1976-04-12,CHN,Mongolia,MGL
100308,Debbie Henry-McCormick,1974-01-08,CAN,United States,USA
100315,Collin Mitchell,1969-09-23,BAH,Canada,CAN
100318,James Dryburgh,1975-05-27,GBR,Denmark Great Britain,DEN
100343,Peja Lindholm,1970-06-02,SWE,People's Republic of China Sweden,CHN
100359,Geraldine Heaney,1967-10-01,GBR,Canada,CAN
100401,Emma Laaksonen-Terho,1981-12-17,USA,Finland,FIN
100422,Chie Sakuma,1972-03-01,USA,Japan,JPN
100506,Shiva Keshavan,1981-08-25,IND,Independent Olympic Athletes India,IOA
100514,Dominic Lavoie,1967-11-21,CAN,Austria,AUT
100519,Norm Krumpschmid,1969-12-13,CAN,Austria,AUT
100522,Simon Wheeldon,1966-08-30,CAN,Austria,AUT
100523,Tom Searle,1963-04-26,CAN,Austria,AUT
100524,Aliaksandr Aliakseyev,1968-01-08,RUS,Belarus,BLR
100532,Andrei Miezin,1974-07-08,RUS,Belarus,BLR
100535,Ihar Matushkin,1965-01-27,RUS,Belarus,BLR
100541,Vadzim Bekbulatau,1970-03-08,RUS,Belarus,BLR
100544,Uladzimir Tsyplakou,1969-04-18,RUS,Belarus,BLR
100594,François Gravel,1968-10-21,CAN,France,FRA
100598,Jonathan Zwikel,1975-07-16,BEL,France,FRA
100602,Pierre Allard,1972-08-19,CAN,France,FRA
100604,Robert Ouellet,1968-03-18,CAN,France,FRA
100605,Roger Dubé,1965-10-02,CAN,France,FRA
100608,Brad Bergen,1966-03-16,CAN,Germany,GER
100609,Daniel Kunce,1971-07-17,CZE,Germany,GER
100615,Mark MacKay,1964-05-28,CAN,Germany,GER
100617,Olaf Kölzig,1970-04-06,RSA,Germany,GER
100620,Chad Biafore,1968-03-28,CAN,Italy,ITA
100621,Christopher Bartolone,1970-01-24,USA,Italy,ITA
100622,Dino Felicetti,1970-12-22,USA,Italy,ITA
100623,Joe Busillo,1970-05-13,CAN,Italy,ITA
100624,Larry Rucchin,1967-05-12,CAN,Italy,ITA
100625,Mario Chitarroni,1967-06-11,CAN,Italy,ITA
100626,Mario Brunetta,1967-01-25,CAN,Italy,ITA
100628,Bob Nardella,1968-02-02,USA,Italy,ITA
100632,Chris Yule,1975-03-29,CAN,Japan,JPN
100633,Dusty Imoo,1970-07-18,CAN,Japan,JPN
100639,Matthew Kabayama,1965-11-18,CAN,Japan,JPN
100640,Kiyoshi Fujita,1972-06-25,CAN,Japan,JPN
100641,Ryan Kuwabara,1972-03-23,CAN,Japan,JPN
100642,Shin Yahata,1974-05-09,SWE,Japan,JPN
100644,Steven Tsujiura,1962-02-28,CAN,Japan,JPN
100690,Peter Bondra,1968-02-07,UKR,Slovakia,SVK
100710,Adam Deadmarsh,1975-05-10,CAN,United States,USA
100712,Brett Hull,1964-08-09,CAN,United States,USA
100737,Josef Matouš,1942-01-06,CZE,Czechoslovakia,TCH
100781,Viktor Baranov,1893-01-01,EST,Russian Federation,
100789,James Thomson,1910-10-31,GBR,United States,USA
100790,František Kšír,1914-01-22,CZE,Czechoslovakia,TCH
100815,Rašid Šemšedinović,1941-01-11,SRB,Yugoslavia,YUG
100816,Gyula Szepes,1899-08-18,SVK,Hungary,HUN
100822,Trevor Hedberg,1886-02-02,AUS,Great Britain,GBR
100823,Francis Richards,1880-02-22,USA,Great Britain,GBR
100834,Romolo Catasta,1923-03-26,AUT,Italy,ITA
